od,hora_do_dia,dia_da_semana,n_viagens
murray hill-times sq/theatre district,22,1,16
murray hill-times sq/theatre district,23,1,5
murray hill-times sq/theatre district,0,2,1
murray hill-times sq/theatre district,3,2,1
murray hill-times sq/theatre district,5,2,2
murray hill-times sq/theatre district,6,2,11
murray hill-times sq/theatre district,7,2,16
murray hill-times sq/theatre district,8,2,28
murray hill-times sq/theatre district,9,2,18
murray hill-times sq/theatre district,10,2,24
murray hill-times sq/theatre district,11,2,28
murray hill-times sq/theatre district,12,2,27
murray hill-times sq/theatre district,13,2,22
murray hill-times sq/theatre district,14,2,11
murray hill-times sq/theatre district,15,2,17
murray hill-times sq/theatre district,16,2,22
murray hill-times sq/theatre district,17,2,21
murray hill-times sq/theatre district,18,2,41
murray hill-times sq/theatre district,19,2,24
murray hill-times sq/theatre district,20,2,12
murray hill-times sq/theatre district,21,2,20
murray hill-times sq/theatre district,22,2,20
murray hill-times sq/theatre district,23,2,5
murray hill-times sq/theatre district,0,3,4
murray hill-times sq/theatre district,1,3,2
murray hill-times sq/theatre district,5,3,5
murray hill-times sq/theatre district,6,3,9
murray hill-times sq/theatre district,7,3,20
murray hill-times sq/theatre district,8,3,34
murray hill-times sq/theatre district,9,3,25
murray hill-times sq/theatre district,10,3,25
murray hill-times sq/theatre district,11,3,18
murray hill-times sq/theatre district,12,3,20
murray hill-times sq/theatre district,13,3,14
murray hill-times sq/theatre district,14,3,19
murray hill-times sq/theatre district,15,3,16
murray hill-times sq/theatre district,16,3,20
murray hill-times sq/theatre district,17,3,27
murray hill-times sq/theatre district,18,3,36
murray hill-times sq/theatre district,19,3,17
murray hill-times sq/theatre district,20,3,10
murray hill-times sq/theatre district,21,3,19
murray hill-times sq/theatre district,22,3,15
murray hill-times sq/theatre district,23,3,8
murray hill-times sq/theatre district,0,4,2
murray hill-times sq/theatre district,1,4,4
murray hill-times sq/theatre district,2,4,2
murray hill-times sq/theatre district,3,4,1
murray hill-times sq/theatre district,4,4,1
murray hill-times sq/theatre district,6,4,3
murray hill-times sq/theatre district,7,4,17
murray hill-times sq/theatre district,8,4,6
murray hill-times sq/theatre district,9,4,4
murray hill-times sq/theatre district,10,4,11
murray hill-times sq/theatre district,11,4,8
murray hill-times sq/theatre district,12,4,9
murray hill-times sq/theatre district,13,4,9
murray hill-times sq/theatre district,14,4,14
murray hill-times sq/theatre district,15,4,14
murray hill-times sq/theatre district,16,4,21
murray hill-times sq/theatre district,17,4,24
murray hill-times sq/theatre district,18,4,52
murray hill-times sq/theatre district,19,4,42
murray hill-times sq/theatre district,20,4,18
murray hill-times sq/theatre district,21,4,8
murray hill-times sq/theatre district,22,4,13
murray hill-times sq/theatre district,23,4,8
murray hill-times sq/theatre district,0,5,4
murray hill-times sq/theatre district,1,5,2
murray hill-times sq/theatre district,2,5,3
murray hill-times sq/theatre district,3,5,1
murray hill-times sq/theatre district,7,5,2
murray hill-times sq/theatre district,8,5,2
murray hill-times sq/theatre district,9,5,3
murray hill-times sq/theatre district,10,5,11
murray hill-times sq/theatre district,11,5,10
murray hill-times sq/theatre district,12,5,15
murray hill-times sq/theatre district,13,5,22
murray hill-times sq/theatre district,14,5,13
murray hill-times sq/theatre district,15,5,6
murray hill-times sq/theatre district,16,5,11
murray hill-times sq/theatre district,17,5,15
murray hill-times sq/theatre district,18,5,22
murray hill-times sq/theatre district,19,5,34
murray hill-times sq/theatre district,20,5,9
murray hill-times sq/theatre district,21,5,14
murray hill-times sq/theatre district,22,5,8
murray hill-times sq/theatre district,23,5,4
murray hill-tribeca/civic center,1,0,1
murray hill-tribeca/civic center,6,0,2
murray hill-tribeca/civic center,7,0,7
murray hill-tribeca/civic center,8,0,6
murray hill-tribeca/civic center,9,0,6
murray hill-tribeca/civic center,10,0,5
murray hill-tribeca/civic center,11,0,7
murray hill-tribeca/civic center,12,0,7
murray hill-tribeca/civic center,13,0,5
murray hill-tribeca/civic center,14,0,3
murray hill-tribeca/civic center,15,0,7
murray hill-tribeca/civic center,16,0,8
murray hill-tribeca/civic center,17,0,13
murray hill-tribeca/civic center,18,0,10
murray hill-tribeca/civic center,19,0,12
murray hill-tribeca/civic center,20,0,3
murray hill-tribeca/civic center,21,0,11
murray hill-tribeca/civic center,22,0,10
murray hill-tribeca/civic center,23,0,1
murray hill-tribeca/civic center,0,1,1
murray hill-tribeca/civic center,1,1,1
murray hill-tribeca/civic center,3,1,1
murray hill-tribeca/civic center,5,1,1
murray hill-tribeca/civic center,6,1,2
murray hill-tribeca/civic center,7,1,11
murray hill-tribeca/civic center,8,1,7
murray hill-tribeca/civic center,9,1,8
murray hill-tribeca/civic center,10,1,14
murray hill-tribeca/civic center,11,1,11
murray hill-tribeca/civic center,12,1,6
murray hill-tribeca/civic center,13,1,16
murray hill-tribeca/civic center,14,1,10
murray hill-tribeca/civic center,15,1,13
murray hill-tribeca/civic center,16,1,9
murray hill-tribeca/civic center,17,1,11
murray hill-tribeca/civic center,18,1,17
murray hill-tribeca/civic center,19,1,7
murray hill-tribeca/civic center,20,1,8
murray hill-tribeca/civic center,21,1,9
murray hill-tribeca/civic center,22,1,17
murray hill-tribeca/civic center,23,1,4
murray hill-tribeca/civic center,6,2,3
murray hill-tribeca/civic center,7,2,10
murray hill-tribeca/civic center,8,2,14
murray hill-tribeca/civic center,9,2,12
murray hill-tribeca/civic center,10,2,18
murray hill-tribeca/civic center,11,2,7
murray hill-tribeca/civic center,12,2,10
murray hill-tribeca/civic center,13,2,7
murray hill-tribeca/civic center,14,2,8
murray hill-tribeca/civic center,15,2,10
murray hill-tribeca/civic center,16,2,4
murray hill-tribeca/civic center,17,2,12
murray hill-tribeca/civic center,18,2,14
murray hill-tribeca/civic center,19,2,12
murray hill-tribeca/civic center,20,2,13
murray hill-tribeca/civic center,21,2,10
murray hill-tribeca/civic center,22,2,10
murray hill-tribeca/civic center,23,2,2
murray hill-tribeca/civic center,4,3,2
murray hill-tribeca/civic center,6,3,3
murray hill-tribeca/civic center,7,3,16
murray hill-tribeca/civic center,8,3,12
murray hill-tribeca/civic center,9,3,10
murray hill-tribeca/civic center,10,3,9
murray hill-tribeca/civic center,11,3,14
murray hill-tribeca/civic center,12,3,10
murray hill-tribeca/civic center,13,3,9
murray hill-tribeca/civic center,14,3,11
murray hill-tribeca/civic center,15,3,10
murray hill-tribeca/civic center,16,3,6
murray hill-tribeca/civic center,17,3,9
murray hill-tribeca/civic center,18,3,7
murray hill-tribeca/civic center,19,3,11
murray hill-tribeca/civic center,20,3,12
murray hill-tribeca/civic center,21,3,10
murray hill-tribeca/civic center,22,3,7
murray hill-tribeca/civic center,23,3,10
murray hill-tribeca/civic center,6,4,4
murray hill-tribeca/civic center,7,4,7
murray hill-tribeca/civic center,8,4,5
murray hill-tribeca/civic center,9,4,10
murray hill-tribeca/civic center,10,4,9
murray hill-tribeca/civic center,11,4,7
murray hill-tribeca/civic center,12,4,7
murray hill-tribeca/civic center,13,4,6
murray hill-tribeca/civic center,14,4,2
murray hill-tribeca/civic center,15,4,10
murray hill-tribeca/civic center,16,4,8
murray hill-tribeca/civic center,17,4,10
murray hill-tribeca/civic center,18,4,8
murray hill-tribeca/civic center,19,4,9
murray hill-tribeca/civic center,20,4,12
murray hill-tribeca/civic center,21,4,4
murray hill-tribeca/civic center,22,4,3
murray hill-tribeca/civic center,23,4,5
murray hill-tribeca/civic center,8,5,1
murray hill-tribeca/civic center,9,5,5
murray hill-tribeca/civic center,10,5,4
murray hill-tribeca/civic center,11,5,5
murray hill-tribeca/civic center,13,5,1
murray hill-tribeca/civic center,14,5,8
murray hill-tribeca/civic center,15,5,6
murray hill-tribeca/civic center,16,5,4
murray hill-tribeca/civic center,17,5,6
murray hill-tribeca/civic center,18,5,6
murray hill-tribeca/civic center,19,5,3
murray hill-tribeca/civic center,20,5,4
murray hill-tribeca/civic center,21,5,2
murray hill-tribeca/civic center,22,5,4
murray hill-tribeca/civic center,23,5,2
murray hill-two bridges/seward park,4,0,1
murray hill-two bridges/seward park,5,0,1
murray hill-two bridges/seward park,6,0,1
murray hill-two bridges/seward park,7,0,1
murray hill-two bridges/seward park,8,0,2
murray hill-two bridges/seward park,10,0,3
murray hill-two bridges/seward park,11,0,1
murray hill-two bridges/seward park,13,0,4
murray hill-two bridges/seward park,14,0,4
murray hill-two bridges/seward park,15,0,3
murray hill-two bridges/seward park,16,0,2
murray hill-two bridges/seward park,17,0,4
murray hill-two bridges/seward park,18,0,5
murray hill-two bridges/seward park,19,0,5
murray hill-two bridges/seward park,20,0,4
murray hill-two bridges/seward park,21,0,1
murray hill-two bridges/seward park,22,0,3
murray hill-two bridges/seward park,23,0,1
murray hill-two bridges/seward park,1,1,1
murray hill-two bridges/seward park,6,1,1
murray hill-two bridges/seward park,7,1,2
murray hill-two bridges/seward park,8,1,12
murray hill-two bridges/seward park,9,1,4
murray hill-two bridges/seward park,10,1,1
murray hill-two bridges/seward park,11,1,3
murray hill-two bridges/seward park,12,1,4
murray hill-two bridges/seward park,13,1,3
murray hill-two bridges/seward park,14,1,6
murray hill-two bridges/seward park,15,1,2
murray hill-two bridges/seward park,16,1,5
murray hill-two bridges/seward park,17,1,6
murray hill-two bridges/seward park,18,1,8
murray hill-two bridges/seward park,19,1,4
murray hill-two bridges/seward park,20,1,4
murray hill-two bridges/seward park,21,1,7
murray hill-two bridges/seward park,22,1,2
murray hill-two bridges/seward park,23,1,5
murray hill-two bridges/seward park,6,2,1
murray hill-two bridges/seward park,7,2,6
murray hill-two bridges/seward park,8,2,2
murray hill-two bridges/seward park,10,2,2
murray hill-two bridges/seward park,11,2,4
murray hill-two bridges/seward park,12,2,3
murray hill-two bridges/seward park,13,2,3
murray hill-two bridges/seward park,14,2,2
murray hill-two bridges/seward park,15,2,5
murray hill-two bridges/seward park,16,2,2
murray hill-two bridges/seward park,17,2,3
murray hill-two bridges/seward park,18,2,7
murray hill-two bridges/seward park,19,2,6
murray hill-two bridges/seward park,20,2,9
murray hill-two bridges/seward park,21,2,6
murray hill-two bridges/seward park,22,2,4
murray hill-two bridges/seward park,23,2,3
murray hill-two bridges/seward park,2,3,1
murray hill-two bridges/seward park,7,3,2
murray hill-two bridges/seward park,9,3,2
murray hill-two bridges/seward park,10,3,4
murray hill-two bridges/seward park,11,3,3
murray hill-two bridges/seward park,12,3,4
murray hill-two bridges/seward park,13,3,3
murray hill-two bridges/seward park,14,3,4
murray hill-two bridges/seward park,15,3,3
murray hill-two bridges/seward park,17,3,2
murray hill-two bridges/seward park,18,3,8
murray hill-two bridges/seward park,19,3,10
murray hill-two bridges/seward park,20,3,5
murray hill-two bridges/seward park,21,3,2
murray hill-two bridges/seward park,22,3,4
murray hill-two bridges/seward park,0,4,1
murray hill-two bridges/seward park,7,4,2
murray hill-two bridges/seward park,8,4,2
murray hill-two bridges/seward park,9,4,1
murray hill-two bridges/seward park,10,4,2
murray hill-two bridges/seward park,11,4,1
murray hill-two bridges/seward park,12,4,4
murray hill-two bridges/seward park,13,4,1
murray hill-two bridges/seward park,14,4,1
murray hill-two bridges/seward park,15,4,5
murray hill-two bridges/seward park,16,4,2
murray hill-two bridges/seward park,17,4,4
murray hill-two bridges/seward park,18,4,4
murray hill-two bridges/seward park,19,4,9
murray hill-two bridges/seward park,20,4,2
murray hill-two bridges/seward park,21,4,6
murray hill-two bridges/seward park,22,4,2
murray hill-two bridges/seward park,23,4,3
murray hill-two bridges/seward park,10,5,2
murray hill-two bridges/seward park,13,5,1
murray hill-two bridges/seward park,14,5,2
murray hill-two bridges/seward park,15,5,3
murray hill-two bridges/seward park,16,5,1
murray hill-two bridges/seward park,17,5,3
murray hill-two bridges/seward park,18,5,3
murray hill-two bridges/seward park,19,5,1
murray hill-two bridges/seward park,20,5,2
murray hill-two bridges/seward park,23,5,1
murray hill-un/turtle bay south,0,0,2
murray hill-un/turtle bay south,1,0,2
murray hill-un/turtle bay south,3,0,2
murray hill-un/turtle bay south,5,0,1
murray hill-un/turtle bay south,6,0,1
murray hill-un/turtle bay south,7,0,2
murray hill-un/turtle bay south,8,0,6
murray hill-un/turtle bay south,9,0,4
murray hill-un/turtle bay south,10,0,7
murray hill-un/turtle bay south,11,0,8
murray hill-un/turtle bay south,12,0,14
murray hill-un/turtle bay south,13,0,19
murray hill-un/turtle bay south,14,0,12
murray hill-un/turtle bay south,15,0,14
murray hill-un/turtle bay south,16,0,11
murray hill-un/turtle bay south,17,0,13
murray hill-un/turtle bay south,18,0,13
murray hill-un/turtle bay south,19,0,14
murray hill-un/turtle bay south,20,0,11
murray hill-un/turtle bay south,21,0,5
murray hill-un/turtle bay south,22,0,4
murray hill-un/turtle bay south,23,0,4
murray hill-un/turtle bay south,1,1,2
murray hill-un/turtle bay south,2,1,1
murray hill-un/turtle bay south,3,1,1
murray hill-un/turtle bay south,4,1,1
murray hill-un/turtle bay south,5,1,1
murray hill-un/turtle bay south,6,1,2
murray hill-un/turtle bay south,7,1,3
murray hill-un/turtle bay south,8,1,11
murray hill-un/turtle bay south,9,1,14
murray hill-un/turtle bay south,10,1,18
murray hill-un/turtle bay south,11,1,15
murray hill-un/turtle bay south,12,1,12
murray hill-un/turtle bay south,13,1,17
murray hill-un/turtle bay south,14,1,15
murray hill-un/turtle bay south,15,1,18
murray hill-un/turtle bay south,16,1,18
murray hill-un/turtle bay south,17,1,20
murray hill-un/turtle bay south,18,1,20
murray hill-un/turtle bay south,19,1,20
murray hill-un/turtle bay south,20,1,12
murray hill-un/turtle bay south,21,1,18
murray hill-un/turtle bay south,22,1,12
murray hill-un/turtle bay south,23,1,10
murray hill-un/turtle bay south,0,2,1
murray hill-un/turtle bay south,1,2,3
murray hill-un/turtle bay south,2,2,1
murray hill-un/turtle bay south,4,2,1
murray hill-un/turtle bay south,6,2,1
murray hill-un/turtle bay south,7,2,6
murray hill-un/turtle bay south,8,2,11
murray hill-un/turtle bay south,9,2,27
murray hill-un/turtle bay south,10,2,14
murray hill-un/turtle bay south,11,2,7
murray hill-un/turtle bay south,12,2,15
murray hill-un/turtle bay south,13,2,21
murray hill-un/turtle bay south,14,2,7
murray hill-un/turtle bay south,15,2,13
murray hill-un/turtle bay south,16,2,15
murray hill-un/turtle bay south,17,2,18
murray hill-un/turtle bay south,18,2,25
murray hill-un/turtle bay south,19,2,17
murray hill-un/turtle bay south,20,2,12
murray hill-un/turtle bay south,21,2,30
murray hill-un/turtle bay south,22,2,19
murray hill-un/turtle bay south,23,2,9
murray hill-un/turtle bay south,0,3,5
murray hill-un/turtle bay south,1,3,3
murray hill-un/turtle bay south,6,3,4
murray hill-un/turtle bay south,7,3,10
murray hill-un/turtle bay south,8,3,9
murray hill-un/turtle bay south,9,3,20
murray hill-un/turtle bay south,10,3,20
murray hill-un/turtle bay south,11,3,13
murray hill-un/turtle bay south,12,3,10
murray hill-un/turtle bay south,13,3,15
murray hill-un/turtle bay south,14,3,15
murray hill-un/turtle bay south,15,3,13
murray hill-un/turtle bay south,16,3,18
murray hill-un/turtle bay south,17,3,19
murray hill-un/turtle bay south,18,3,12
murray hill-un/turtle bay south,19,3,29
murray hill-un/turtle bay south,20,3,14
murray hill-un/turtle bay south,21,3,14
murray hill-un/turtle bay south,22,3,18
murray hill-un/turtle bay south,23,3,9
murray hill-un/turtle bay south,0,4,7
murray hill-un/turtle bay south,1,4,4
murray hill-un/turtle bay south,2,4,2
murray hill-un/turtle bay south,3,4,1
murray hill-un/turtle bay south,4,4,2
murray hill-un/turtle bay south,6,4,2
murray hill-un/turtle bay south,7,4,3
murray hill-un/turtle bay south,8,4,7
murray hill-un/turtle bay south,9,4,14
murray hill-un/turtle bay south,10,4,18
murray hill-un/turtle bay south,11,4,13
murray hill-un/turtle bay south,12,4,16
murray hill-un/turtle bay south,13,4,10
murray hill-un/turtle bay south,14,4,27
murray hill-un/turtle bay south,15,4,14
murray hill-un/turtle bay south,16,4,13
murray hill-un/turtle bay south,17,4,18
murray hill-un/turtle bay south,18,4,21
murray hill-un/turtle bay south,19,4,17
murray hill-un/turtle bay south,20,4,15
murray hill-un/turtle bay south,21,4,14
murray hill-un/turtle bay south,22,4,9
murray hill-un/turtle bay south,23,4,10
murray hill-un/turtle bay south,0,5,3
murray hill-un/turtle bay south,1,5,4
murray hill-un/turtle bay south,2,5,7
murray hill-un/turtle bay south,3,5,5
murray hill-un/turtle bay south,4,5,2
murray hill-un/turtle bay south,6,5,1
murray hill-un/turtle bay south,7,5,2
murray hill-un/turtle bay south,8,5,2
murray hill-un/turtle bay south,9,5,4
murray hill-un/turtle bay south,10,5,5
murray hill-un/turtle bay south,11,5,4
murray hill-un/turtle bay south,12,5,4
murray hill-un/turtle bay south,13,5,5
murray hill-un/turtle bay south,14,5,4
murray hill-un/turtle bay south,15,5,4
murray hill-un/turtle bay south,16,5,10
murray hill-un/turtle bay south,17,5,5
murray hill-un/turtle bay south,18,5,9
murray hill-un/turtle bay south,19,5,13
murray hill-un/turtle bay south,20,5,3
murray hill-un/turtle bay south,21,5,13
murray hill-un/turtle bay south,22,5,3
murray hill-un/turtle bay south,23,5,5
murray hill-union sq,4,0,1
murray hill-union sq,5,0,1
murray hill-union sq,6,0,1
murray hill-union sq,7,0,8
murray hill-union sq,8,0,17
murray hill-union sq,9,0,23
murray hill-union sq,10,0,22
murray hill-union sq,11,0,18
murray hill-union sq,12,0,23
murray hill-union sq,13,0,30
murray hill-union sq,14,0,23
murray hill-union sq,15,0,22
murray hill-union sq,16,0,22
murray hill-union sq,17,0,24
murray hill-union sq,18,0,38
murray hill-union sq,19,0,22
murray hill-union sq,20,0,19
murray hill-union sq,21,0,14
murray hill-union sq,22,0,10
murray hill-union sq,23,0,5
murray hill-union sq,0,1,2
murray hill-union sq,4,1,1
murray hill-union sq,5,1,2
murray hill-union sq,6,1,3
murray hill-union sq,7,1,15
murray hill-union sq,8,1,41
murray hill-union sq,9,1,39
murray hill-union sq,10,1,38
murray hill-union sq,11,1,33
murray hill-union sq,12,1,32
murray hill-union sq,13,1,39
murray hill-union sq,14,1,33
murray hill-union sq,15,1,26
murray hill-union sq,16,1,30
murray hill-union sq,17,1,42
murray hill-union sq,18,1,56
murray hill-union sq,19,1,36
murray hill-union sq,20,1,13
murray hill-union sq,21,1,20
murray hill-union sq,22,1,22
murray hill-union sq,23,1,5
murray hill-union sq,0,2,4
murray hill-union sq,5,2,1
murray hill-union sq,6,2,4
murray hill-union sq,7,2,16
murray hill-union sq,8,2,42
murray hill-union sq,9,2,49
murray hill-union sq,10,2,37
murray hill-union sq,11,2,35
murray hill-union sq,12,2,35
murray hill-union sq,13,2,44
murray hill-union sq,14,2,37
murray hill-union sq,15,2,28
murray hill-union sq,16,2,22
murray hill-union sq,17,2,46
murray hill-union sq,18,2,40
murray hill-union sq,19,2,37
murray hill-union sq,20,2,29
murray hill-union sq,21,2,21
murray hill-union sq,22,2,18
murray hill-union sq,23,2,9
murray hill-union sq,0,3,1
murray hill-union sq,5,3,1
murray hill-union sq,6,3,2
murray hill-union sq,7,3,13
murray hill-union sq,8,3,32
murray hill-union sq,9,3,63
murray hill-union sq,10,3,28
murray hill-union sq,11,3,30
murray hill-union sq,12,3,37
murray hill-union sq,13,3,34
murray hill-union sq,14,3,32
murray hill-union sq,15,3,26
murray hill-union sq,16,3,37
murray hill-union sq,17,3,51
murray hill-union sq,18,3,41
murray hill-union sq,19,3,38
murray hill-union sq,20,3,30
murray hill-union sq,21,3,25
murray hill-union sq,22,3,8
murray hill-union sq,23,3,9
murray hill-union sq,0,4,4
murray hill-union sq,1,4,4
murray hill-union sq,2,4,1
murray hill-union sq,5,4,1
murray hill-union sq,6,4,2
murray hill-union sq,7,4,7
murray hill-union sq,8,4,17
murray hill-union sq,9,4,32
murray hill-union sq,10,4,31
murray hill-union sq,11,4,25
murray hill-union sq,12,4,33
murray hill-union sq,13,4,25
murray hill-union sq,14,4,36
murray hill-union sq,15,4,32
murray hill-union sq,16,4,20
murray hill-union sq,17,4,30
murray hill-union sq,18,4,38
murray hill-union sq,19,4,21
murray hill-union sq,20,4,22
murray hill-union sq,21,4,9
murray hill-union sq,22,4,16
murray hill-union sq,23,4,7
murray hill-union sq,0,5,5
murray hill-union sq,1,5,2
murray hill-union sq,2,5,1
murray hill-union sq,3,5,1
murray hill-union sq,4,5,1
murray hill-union sq,5,5,3
murray hill-union sq,7,5,3
murray hill-union sq,8,5,4
murray hill-union sq,9,5,9
murray hill-union sq,10,5,13
murray hill-union sq,11,5,13
murray hill-union sq,12,5,20
murray hill-union sq,13,5,11
murray hill-union sq,14,5,22
murray hill-union sq,15,5,11
murray hill-union sq,16,5,20
murray hill-union sq,17,5,18
murray hill-union sq,18,5,22
murray hill-union sq,19,5,20
murray hill-union sq,20,5,11
murray hill-union sq,21,5,10
murray hill-union sq,22,5,6
murray hill-union sq,23,5,8
murray hill-university heights/morris heights,11,1,1
murray hill-university heights/morris heights,14,2,1
murray hill-university heights/morris heights,7,3,1
murray hill-university heights/morris heights,13,4,1
murray hill-university heights/morris heights,19,4,1
murray hill-upper east side north,0,0,2
murray hill-upper east side north,1,0,2
murray hill-upper east side north,3,0,1
murray hill-upper east side north,6,0,5
murray hill-upper east side north,7,0,6
murray hill-upper east side north,8,0,7
murray hill-upper east side north,9,0,11
murray hill-upper east side north,10,0,19
murray hill-upper east side north,11,0,18
murray hill-upper east side north,12,0,13
murray hill-upper east side north,13,0,19
murray hill-upper east side north,14,0,12
murray hill-upper east side north,15,0,20
murray hill-upper east side north,16,0,18
murray hill-upper east side north,17,0,18
murray hill-upper east side north,18,0,18
murray hill-upper east side north,19,0,23
murray hill-upper east side north,20,0,15
murray hill-upper east side north,21,0,18
murray hill-upper east side north,22,0,19
murray hill-upper east side north,23,0,2
murray hill-upper east side north,0,1,3
murray hill-upper east side north,7,1,5
murray hill-upper east side north,8,1,6
murray hill-upper east side north,9,1,16
murray hill-upper east side north,10,1,23
murray hill-upper east side north,11,1,18
murray hill-upper east side north,12,1,16
murray hill-upper east side north,13,1,21
murray hill-upper east side north,14,1,27
murray hill-upper east side north,15,1,22
murray hill-upper east side north,16,1,28
murray hill-upper east side north,17,1,33
murray hill-upper east side north,18,1,27
murray hill-upper east side north,19,1,23
murray hill-upper east side north,20,1,22
murray hill-upper east side north,21,1,29
murray hill-upper east side north,22,1,21
murray hill-upper east side north,23,1,16
murray hill-upper east side north,0,2,2
murray hill-upper east side north,3,2,1
murray hill-upper east side north,5,2,1
murray hill-upper east side north,6,2,2
murray hill-upper east side north,7,2,4
murray hill-upper east side north,8,2,8
murray hill-upper east side north,9,2,19
murray hill-upper east side north,10,2,18
murray hill-upper east side north,11,2,18
murray hill-upper east side north,12,2,19
murray hill-upper east side north,13,2,20
murray hill-upper east side north,14,2,19
murray hill-upper east side north,15,2,26
murray hill-upper east side north,16,2,27
murray hill-upper east side north,17,2,28
murray hill-upper east side north,18,2,36
murray hill-upper east side north,19,2,28
murray hill-upper east side north,20,2,27
murray hill-upper east side north,21,2,32
murray hill-upper east side north,22,2,20
murray hill-upper east side north,23,2,12
murray hill-upper east side north,0,3,4
murray hill-upper east side north,1,3,1
murray hill-upper east side north,2,3,1
murray hill-upper east side north,4,3,1
murray hill-upper east side north,5,3,1
murray hill-upper east side north,6,3,2
murray hill-upper east side north,7,3,6
murray hill-upper east side north,8,3,3
murray hill-upper east side north,9,3,14
murray hill-upper east side north,10,3,23
murray hill-upper east side north,11,3,20
murray hill-upper east side north,12,3,18
murray hill-upper east side north,13,3,19
murray hill-upper east side north,14,3,25
murray hill-upper east side north,15,3,21
murray hill-upper east side north,16,3,30
murray hill-upper east side north,17,3,27
murray hill-upper east side north,18,3,30
murray hill-upper east side north,19,3,20
murray hill-upper east side north,20,3,33
murray hill-upper east side north,21,3,30
murray hill-upper east side north,22,3,20
murray hill-upper east side north,23,3,20
murray hill-upper east side north,0,4,9
murray hill-upper east side north,1,4,2
murray hill-upper east side north,2,4,1
murray hill-upper east side north,3,4,1
murray hill-upper east side north,5,4,1
murray hill-upper east side north,6,4,5
murray hill-upper east side north,7,4,6
murray hill-upper east side north,8,4,7
murray hill-upper east side north,9,4,16
murray hill-upper east side north,10,4,22
murray hill-upper east side north,11,4,21
murray hill-upper east side north,12,4,16
murray hill-upper east side north,13,4,18
murray hill-upper east side north,14,4,21
murray hill-upper east side north,15,4,20
murray hill-upper east side north,16,4,17
murray hill-upper east side north,17,4,23
murray hill-upper east side north,18,4,21
murray hill-upper east side north,19,4,13
murray hill-upper east side north,20,4,8
murray hill-upper east side north,21,4,4
murray hill-upper east side north,22,4,13
murray hill-upper east side north,23,4,12
murray hill-upper east side north,0,5,4
murray hill-upper east side north,1,5,5
murray hill-upper east side north,2,5,2
murray hill-upper east side north,7,5,2
murray hill-upper east side north,8,5,2
murray hill-upper east side north,9,5,7
murray hill-upper east side north,10,5,20
murray hill-upper east side north,11,5,13
murray hill-upper east side north,12,5,15
murray hill-upper east side north,13,5,12
murray hill-upper east side north,14,5,8
murray hill-upper east side north,15,5,12
murray hill-upper east side north,16,5,12
murray hill-upper east side north,17,5,10
murray hill-upper east side north,18,5,13
murray hill-upper east side north,19,5,6
murray hill-upper east side north,20,5,4
murray hill-upper east side north,21,5,6
murray hill-upper east side north,22,5,4
murray hill-upper east side north,23,5,2
murray hill-upper east side south,0,0,2
murray hill-upper east side south,1,0,2
murray hill-upper east side south,2,0,1
murray hill-upper east side south,3,0,1
murray hill-upper east side south,6,0,4
murray hill-upper east side south,7,0,8
murray hill-upper east side south,8,0,15
murray hill-upper east side south,9,0,14
murray hill-upper east side south,10,0,17
murray hill-upper east side south,11,0,16
murray hill-upper east side south,12,0,25
murray hill-upper east side south,13,0,31
murray hill-upper east side south,14,0,25
murray hill-upper east side south,15,0,28
murray hill-upper east side south,16,0,23
murray hill-upper east side south,17,0,35
murray hill-upper east side south,18,0,29
murray hill-upper east side south,19,0,17
murray hill-upper east side south,20,0,19
murray hill-upper east side south,21,0,13
murray hill-upper east side south,22,0,13
murray hill-upper east side south,23,0,5
murray hill-upper east side south,0,1,1
murray hill-upper east side south,5,1,1
murray hill-upper east side south,6,1,5
murray hill-upper east side south,7,1,14
murray hill-upper east side south,8,1,15
murray hill-upper east side south,9,1,24
murray hill-upper east side south,10,1,35
murray hill-upper east side south,11,1,30
murray hill-upper east side south,12,1,39
murray hill-upper east side south,13,1,37
murray hill-upper east side south,14,1,45
murray hill-upper east side south,15,1,57
murray hill-upper east side south,16,1,31
murray hill-upper east side south,17,1,45
murray hill-upper east side south,18,1,46
murray hill-upper east side south,19,1,25
murray hill-upper east side south,20,1,24
murray hill-upper east side south,21,1,16
murray hill-upper east side south,22,1,25
murray hill-upper east side south,23,1,16
murray hill-upper east side south,0,2,4
murray hill-upper east side south,1,2,1
murray hill-upper east side south,5,2,3
murray hill-upper east side south,6,2,6
murray hill-upper east side south,7,2,13
murray hill-upper east side south,8,2,20
murray hill-upper east side south,9,2,20
murray hill-upper east side south,10,2,22
murray hill-upper east side south,11,2,30
murray hill-upper east side south,12,2,36
murray hill-upper east side south,13,2,49
murray hill-upper east side south,14,2,45
murray hill-upper east side south,15,2,40
murray hill-upper east side south,16,2,40
murray hill-upper east side south,17,2,36
murray hill-upper east side south,18,2,42
murray hill-upper east side south,19,2,42
murray hill-upper east side south,20,2,33
murray hill-upper east side south,21,2,25
murray hill-upper east side south,22,2,20
murray hill-upper east side south,23,2,15
murray hill-upper east side south,0,3,3
murray hill-upper east side south,1,3,1
murray hill-upper east side south,6,3,4
murray hill-upper east side south,7,3,5
murray hill-upper east side south,8,3,27
murray hill-upper east side south,9,3,19
murray hill-upper east side south,10,3,38
murray hill-upper east side south,11,3,51
murray hill-upper east side south,12,3,33
murray hill-upper east side south,13,3,35
murray hill-upper east side south,14,3,37
