tipo_dado,metrica,valor,nc,epochs,seed
synthetic,MAE,656.7800903320312,30,200,5823803009541349929
synthetic,RMSE,1817.596696189779,30,200,5823803009541349929
real+synthetic,R²,0.31730931997299194,30,200,5823803009541349929
real+synthetic,MAE,774.12548828125,30,200,5823803009541349929
real+synthetic,RMSE,2279.7234481401465,30,200,5823803009541349929
real,R²,-1.171489953994751,35,50,4531291043574991655
real,MAE,3636.281494140625,35,50,4531291043574991655
real,RMSE,4088.320192939883,35,50,4531291043574991655
synthetic,R²,0.21282821893692017,35,50,4531291043574991655
synthetic,MAE,720.214111328125,35,50,4531291043574991655
synthetic,RMSE,2059.9725726329466,35,50,4531291043574991655
real+synthetic,R²,0.15001124143600464,35,50,4531291043574991655
real+synthetic,MAE,924.251953125,35,50,4531291043574991655
real+synthetic,RMSE,2759.210575508872,35,50,4531291043574991655
real,R²,-2.5447583198547363,35,50,9880907475954526403
real,MAE,4522.23681640625,35,50,9880907475954526403
real,RMSE,5223.472216830487,35,50,9880907475954526403
synthetic,R²,0.09254282712936401,35,50,9880907475954526403
synthetic,MAE,736.3755493164062,35,50,9880907475954526403
synthetic,RMSE,2211.7688622457817,35,50,9880907475954526403
real+synthetic,R²,0.06973785161972046,35,50,9880907475954526403
real+synthetic,MAE,913.8978881835938,35,50,9880907475954526403
real+synthetic,RMSE,2886.562142064501,35,50,9880907475954526403
real,R²,-5.293583393096924,35,50,10150556563273695599
real,MAE,6250.1611328125,35,50,10150556563273695599
real,RMSE,6960.091953415558,35,50,10150556563273695599
synthetic,R²,-0.9467194080352783,35,50,10150556563273695599
synthetic,MAE,1115.7164306640625,35,50,10150556563273695599
synthetic,RMSE,3239.5027396191535,35,50,10150556563273695599
real+synthetic,R²,-0.8950155973434448,35,50,10150556563273695599
real+synthetic,MAE,1355.65185546875,35,50,10150556563273695599
real+synthetic,RMSE,4119.880823519049,35,50,10150556563273695599
real,R²,-5.670648574829102,35,50,10339916812274189380
real,MAE,6176.83203125,35,50,10339916812274189380
real,RMSE,7165.558177839323,35,50,10339916812274189380
synthetic,R²,-0.42818892002105713,35,50,10339916812274189380
synthetic,MAE,995.96875,35,50,10339916812274189380
synthetic,RMSE,2774.722148251965,35,50,10339916812274189380
real+synthetic,R²,-0.4273855686187744,35,50,10339916812274189380
real+synthetic,MAE,1211.5814208984375,35,50,10339916812274189380
real+synthetic,RMSE,3575.599669985442,35,50,10339916812274189380
real,R²,-2.284923553466797,35,100,8817942218157984813
real,MAE,4495.01416015625,35,100,8817942218157984813
real,RMSE,5028.386023367737,35,100,8817942218157984813
synthetic,R²,-0.3436875343322754,35,100,8817942218157984813
synthetic,MAE,897.5174560546875,35,100,8817942218157984813
synthetic,RMSE,2691.3848665696255,35,100,8817942218157984813
real+synthetic,R²,-0.22684001922607422,35,100,8817942218157984813
real+synthetic,MAE,1061.7818603515625,35,100,8817942218157984813
real+synthetic,RMSE,3314.913573534007,35,100,8817942218157984813
real,R²,-3.877486228942871,35,100,11900919614270412790
real,MAE,5266.6884765625,35,100,11900919614270412790
real,RMSE,6127.227431718199,35,100,11900919614270412790
synthetic,R²,-0.1837003231048584,35,100,11900919614270412790
synthetic,MAE,889.5792236328125,35,100,11900919614270412790
synthetic,RMSE,2526.0825402191435,35,100,11900919614270412790
real+synthetic,R²,-0.13407933712005615,35,100,11900919614270412790
real+synthetic,MAE,1071.7320556640625,35,100,11900919614270412790
real+synthetic,RMSE,3187.131468891737,35,100,11900919614270412790
real,R²,0.6257447600364685,35,100,10264884588674005271
real,MAE,1355.022705078125,35,100,10264884588674005271
real,RMSE,1697.2660368958072,35,100,10264884588674005271
synthetic,R²,0.23945879936218262,35,100,10264884588674005271
synthetic,MAE,752.0116577148438,35,100,10264884588674005271
synthetic,RMSE,2024.8275852526308,35,100,10264884588674005271
real+synthetic,R²,0.30405712127685547,35,100,10264884588674005271
real+synthetic,MAE,897.4429931640625,35,100,10264884588674005271
real+synthetic,RMSE,2496.6924119722876,35,100,10264884588674005271
real,R²,0.6324030756950378,35,100,15628645754964004690
real,MAE,1417.77734375,35,100,15628645754964004690
real,RMSE,1682.100398311587,35,100,15628645754964004690
synthetic,R²,0.0027840137481689453,35,100,15628645754964004690
synthetic,MAE,870.5454711914062,35,100,15628645754964004690
synthetic,RMSE,2318.5757481695523,35,100,15628645754964004690
real+synthetic,R²,-0.02386343479156494,35,100,15628645754964004690
real+synthetic,MAE,1072.322021484375,35,100,15628645754964004690
real+synthetic,RMSE,3028.3026599070313,35,100,15628645754964004690
real,R²,-0.2724759578704834,35,150,1436923339239732708
real,MAE,2795.10400390625,35,150,1436923339239732708
real,RMSE,3129.6138739467524,35,150,1436923339239732708
synthetic,R²,0.271542489528656,35,150,1436923339239732708
synthetic,MAE,705.1656494140625,35,150,1436923339239732708
synthetic,RMSE,1981.6583963942928,35,150,1436923339239732708
real+synthetic,R²,0.2289409637451172,35,150,1436923339239732708
real+synthetic,MAE,902.797607421875,35,150,1436923339239732708
real+synthetic,RMSE,2627.98002275512,35,150,1436923339239732708
real,R²,-5.09162712097168,35,150,9988204107502662656
real,MAE,5976.35986328125,35,150,9988204107502662656
real,RMSE,6847.509328215625,35,150,9988204107502662656
synthetic,R²,-0.46192193031311035,35,150,9988204107502662656
synthetic,MAE,1017.7215576171875,35,150,9988204107502662656
synthetic,RMSE,2807.299592134762,35,150,9988204107502662656
real+synthetic,R²,-0.36827170848846436,35,150,9988204107502662656
real+synthetic,MAE,1224.4163818359375,35,150,9988204107502662656
real+synthetic,RMSE,3500.7767709466993,35,150,9988204107502662656
real,R²,-7.222997665405273,35,150,3441174259106322006
real,MAE,6916.24365234375,35,150,3441174259106322006
real,RMSE,7955.749116205211,35,150,3441174259106322006
synthetic,R²,-0.6646126508712769,35,150,3441174259106322006
synthetic,MAE,1115.119384765625,35,150,3441174259106322006
synthetic,RMSE,2995.5962678572023,35,150,3441174259106322006
real+synthetic,R²,-0.6525466442108154,35,150,3441174259106322006
real+synthetic,MAE,1354.3839111328125,35,150,3441174259106322006
real+synthetic,RMSE,3847.29164478078,35,150,3441174259106322006
real,R²,0.00044161081314086914,35,150,1265865797565541948
real,MAE,2351.3583984375,35,150,1265865797565541948
real,RMSE,2773.7675641625056,35,150,1265865797565541948
synthetic,R²,0.09011256694793701,35,150,1265865797565541948
synthetic,MAE,779.110595703125,35,150,1265865797565541948
synthetic,RMSE,2214.728538670146,35,150,1265865797565541948
